rpm,torque_N_m,efficiency
1259.77653631,27.1207029384,0.508875585942
1307.26256983,27.1207029384,0.513984838158
1354.74860335,27.1207029384,0.518770860171
1402.23463687,27.1207029384,0.523254649728
1449.72067039,27.1207029384,0.52745524767
1497.20670391,27.1207029384,0.53138996563
1544.69273743,27.1207029384,0.53507458277
1592.17877095,27.1207029384,0.538523516351
1639.66480447,27.1207029384,0.541749970106
1687.15083799,27.1207029384,0.544766063712
1734.63687151,27.1207029384,0.547582946095
1782.12290503,27.1207029384,0.550210894882
1829.60893855,27.1207029384,0.552659403926
1877.09497207,27.1207029384,0.554937260527
1924.58100559,27.1207029384,0.557052613753
1972.06703911,27.1207029384,0.559013035002
2019.55307263,27.1207029384,0.56082557184
2067.03910615,27.1207029384,0.562496795939
2114.52513966,27.1207029384,0.564032845866
2162.01117318,27.1207029384,0.565439465356
2209.4972067,27.1207029384,0.566722037597
2256.98324022,27.1207029384,0.567885616013
2304.46927374,27.1207029384,0.568934951948
2351.95530726,27.1207029384,0.569874519603
2399.44134078,27.1207029384,0.570708538539
2446.9273743,27.1207029384,0.571440994013
2494.41340782,27.1207029384,0.572075655387
2541.89944134,27.1207029384,0.572616092816
2589.38547486,27.1207029384,0.57306569239
2636.87150838,27.1207029384,0.57342766991
2684.3575419,27.1207029384,0.573705083415
2731.84357542,27.1207029384,0.573900844604
2779.32960894,27.1207029384,0.574017729262
2826.81564246,27.1207029384,0.574058386771
2874.30167598,27.1207029384,0.574025348828
2921.7877095,27.1207029384,0.573921037409
2969.27374302,27.1207029384,0.573747772078
3016.75977654,27.1207029384,0.573507776692
3064.24581006,27.1207029384,0.573203185558
3111.73184358,27.1207029384,0.572836049092
3159.21787709,27.1207029384,0.572408339029
3206.70391061,27.1207029384,0.57192195322
3254.18994413,27.1207029384,0.571378720052
3301.67597765,27.1207029384,0.570780402531
3349.16201117,27.1207029384,0.570128702048
3396.64804469,27.1207029384,0.569425261863
3444.13407821,27.1207029384,0.568671670323
3491.62011173,27.1207029384,0.567869463846
3539.10614525,27.1207029384,0.567020129681
3586.59217877,27.1207029384,0.566125108471
3634.07821229,27.1207029384,0.565185796628
3681.56424581,27.1207029384,0.564203548538
3729.05027933,27.1207029384,0.563179678615
3776.53631285,27.1207029384,0.562115463202
3824.02234637,27.1207029384,0.561012142353
3871.50837989,27.1207029384,0.559870921478
3918.99441341,27.1207029384,0.558692972889
3966.48044693,27.1207029384,0.557479437234
4013.96648045,27.1207029384,0.55623142484
4061.45251397,27.1207029384,0.554950016964
4108.93854749,27.1207029384,0.553636266968
4156.42458101,27.1207029384,0.552291201411
4203.91061453,27.1207029384,0.550915821079
4251.39664804,27.1207029384,0.549511101947
4298.88268156,27.1207029384,0.548077996079
4346.36871508,27.1207029384,0.546617432478
4393.8547486,27.1207029384,0.54513031788
4441.34078212,27.1207029384,0.543617537506
4488.82681564,27.1207029384,0.542079955764
4536.31284916,27.1207029384,0.540518416913
4583.79888268,27.1207029384,0.538933745694
4631.2849162,27.1207029384,0.537326747916
4678.77094972,27.1207029384,0.535698211018
4726.25698324,27.1207029384,0.534048904597
4773.74301676,27.1207029384,0.532379580909
4821.22905028,27.1207029384,0.530690975344
4868.7150838,27.1207029384,0.528983806877
4916.20111732,27.1207029384,0.527258778495
4963.68715084,27.1207029384,0.525516577604
5011.17318436,27.1207029384,0.523757876419
5058.65921788,27.1207029384,0.521983332333
5106.1452514,27.1207029384,0.52019358827
5153.63128492,27.1207029384,0.518389273019
5201.11731844,27.1207029384,0.516571001562
5248.60335196,27.1207029384,0.514739375383
5296.08938547,27.1207029384,0.512894982759
5343.57541899,27.1207029384,0.511038399051
5391.06145251,27.1207029384,0.509170186975
5438.54748603,27.1207029384,0.507290896865
5486.03351955,27.1207029384,0.50540106693
5533.51955307,27.1207029384,0.503501223496
5581.00558659,27.1207029384,0.501591881245
5628.49162011,27.1207029384,0.499673543442
5675.97765363,27.1207029384,0.49774670216
5723.46368715,27.1207029384,0.495811838491
5770.94972067,27.1207029384,0.493869422757
5818.43575419,27.1207029384,0.491919914712
5865.92178771,27.1207029384,0.489963763739
5913.40782123,27.1207029384,0.488001409041
5960.89385475,27.1207029384,0.486033279827
6008.37988827,27.1207029384,0.484059795499
6055.86592179,27.1207029384,0.482081365821
6103.35195531,27.1207029384,0.480098391101
6150.83798883,27.1207029384,0.478111262353
6198.32402235,27.1207029384,0.476120361471
6245.81005587,27.1207029384,0.474126061383
6293.29608939,27.1207029384,0.472128726216
6340.78212291,27.1207029384,0.470128711449
6388.26815642,27.1207029384,0.468126364067
6435.75418994,27.1207029384,0.46612202271
6483.24022346,27.1207029384,0.464116017821
6530.72625698,27.1207029384,0.462108671792
6578.2122905,27.1207029384,0.460100299103
6625.69832402,27.1207029384,0.458091206463
6673.18435754,27.1207029384,0.456081692949
6720.67039106,27.1207029384,0.454072050142
6768.15642458,27.1207029384,0.452062562254
6815.6424581,27.1207029384,0.450053506267
6863.12849162,27.1207029384,0.448045152057
6910.61452514,27.1207029384,0.446037762524
6958.10055866,27.1207029384,0.444031593715
7005.58659218,27.1207029384,0.442026894947
7053.0726257,27.1207029384,0.440023908933
7100.55865922,27.1207029384,0.438022871898
7148.04469274,27.1207029384,0.436024013699
7195.53072626,27.1207029384,0.434027557938
7243.01675978,27.1207029384,0.432033722085
7290.5027933,27.1207029384,0.430042717582
7337.98882682,27.1207029384,0.428054749963
7385.47486034,27.1207029384,0.426070018959
7432.96089385,27.1207029384,0.424088718609
7480.44692737,27.1207029384,0.422111037366
7527.93296089,27.1207029384,0.420137158205
7575.41899441,27.1207029384,0.418167258727
7622.90502793,27.1207029384,0.41620151126
