mode,mach,altitude_ft,throttle,shaft_power_fraction,thrust_lbf,fuel_flow_lbm_s,fan1_speed_rpm,fan2_speed_rpm,fan1_shaft_power_hp,fan2_shaft_power_hp,fan_speed_delta_rpm,fan_speed_delta_fraction,fan_power_delta_hp,fan_power_delta_fraction,fan1_power_fraction,fan1_area_in2,fan2_area_in2,inlet_area_in2,nozzle_throat_area_in2,pycycle_point_name,pycycle_converged,pycycle_residual_norm,pycycle_solver_iterations,pycycle_solver_atol,pycycle_solver_rtol,pycycle_status,required_thrust_lbf,drag_lbf,required_thrust_to_weight,dynamic_pressure_lbf_ft2,velocity_ft_s,speed_of_sound_ft_s,lift_coefficient,parasite_cd0,wave_cd0,zero_lift_drag_coefficient,lift_dependent_k,induced_drag_coefficient,total_drag_coefficient,density_slug_ft3,temperature_R,pressure_psf,is_stall_limited,fan1_motor_terminal_hp,fan2_motor_terminal_hp,fan1_generator_electric_hp,fan2_generator_electric_hp,fan1_generator_shaft_hp,fan2_generator_shaft_hp,per_engine_motor_terminal_hp,per_engine_generator_electric_hp,per_engine_generator_shaft_hp,aircraft_motor_terminal_hp,aircraft_generator_electric_hp,aircraft_generator_shaft_hp,generator_shaft_power_hp,fan1_motor_efficiency,fan2_motor_efficiency,fan1_generator_efficiency,fan2_generator_efficiency,distribution_efficiency,inverter_efficiency,cable_efficiency,per_turbine_shaft_power_hp,per_turbine_shaft_power_kw,turboshaft_required_throttle,turboshaft_power_available_hp,turboshaft_fuel_flow_lb_hr_per_turbine,aircraft_turboshaft_fuel_flow_lb_hr,aircraft_turboshaft_fuel_flow_lbm_s,generator_turbine_freestream_mach,generator_turbine_deck_mach,generator_turbine_engine_face_mach,generator_turbine_pressure_recovery,generator_turbine_freestream_total_temperature_R,generator_turbine_freestream_total_pressure_psf,generator_turbine_total_temperature_R,generator_turbine_total_pressure_psf,generator_turbine_static_temperature_R,generator_turbine_static_pressure_psf,generator_turbine_density_slug_ft3,generator_turbine_velocity_ft_s,generator_turbine_corrected_airflow_lbm_s_per_turbine,generator_turbine_airflow_lbm_s_per_turbine,generator_turbine_engine_face_area_in2_per_turbine,aircraft_generator_turbine_engine_face_area_in2,turboshaft_status
fan_ab,1.315,39000.0,0.35,0.35,2096.4012900965336,1.109221000113848,4228.379239238935,4228.379239238935,472.3077428127454,304.16788138577874,0.0,0.0,168.1398614269667,0.3559964112077423,0.6082711782488472,209.22887100936637,183.5491883032816,180.00000001545095,246.00070147117643,OD_mode2,True,,50,1e-06,1e-06,ok,9069.567670717533,9069.567670717533,0.34138959300903127,497.613652666584,1276.911686654388,971.0355031592303,0.13662640538390422,0.017128599545287965,0.026962659236809402,0.04409125878209737,0.13669068140042331,0.002551574146200617,0.04664283292829798,0.0006103803705862923,392.3579110040815,411.09551774150185,False,493.482402142,320.649802861,513.883580279,333.905865731,541.097582815,358.777393194,814.132205003,847.78944601,899.874976009,1628.26441001,1695.57889202,1799.74995202,899.874976009,0.957091358806,0.948598373276,0.949705924772,0.930676993771,0.9603,0.97,0.99,899.874976009,671.03665405,,,,,,1.315,0.35,0.35,0.964231858411,524.83917465,1162.22851901,524.83917465,1120.65776478,512.288115813,1029.62987445,0.00117084734557,388.349268865,81.139594471,42.7147784738,420.44788292,840.895765841,"Required power 695.929 kW is outside available range [718.345, 7182.004] kW at M=0.35, h=39000.0 ft."
fan_ab,1.315,39000.0,0.5,0.5,2589.7104902125648,1.2926468841216412,4762.203155904599,4762.203155904599,722.1229037830109,506.7286138387009,0.0,0.0,215.39428994431003,0.298279266335296,0.5876404866070307,209.22887100936637,183.5491883032816,204.84585980123475,246.0006944692915,OD_mode2,True,,6,1e-06,1e-06,ok,9069.567670717533,9069.567670717533,0.34138959300903127,497.613652666584,1276.911686654388,971.0355031592303,0.13662640538390422,0.017128599545287965,0.026962659236809402,0.04409125878209737,0.13669068140042331,0.002551574146200617,0.04664283292829798,0.0006103803705862923,392.3579110040815,411.09551774150185,False,752.795472543,529.900627504,783.916976511,551.80738051,816.468468497,579.638089733,1282.69610005,1335.72435702,1396.10655823,2565.39220009,2671.44871404,2792.21311646,1396.10655823,0.959255109948,0.956271020522,0.960131354434,0.951986058688,0.9603,0.97,0.99,1396.10655823,1041.07648119,21.6741240127,1447.89507344,2018.15884033,4036.31768066,1.12119935574,1.315,0.35,0.35,0.964231858411,524.83917465,1162.22851901,524.83917465,1120.65776478,512.288115813,1029.62987445,0.00117084734557,388.349268865,81.139594471,42.7147784738,420.44788292,840.895765841,ok
fan_ab,1.315,39000.0,0.7,0.7,3108.810464707976,1.4841904525061824,5327.424010455604,5327.424010455604,984.5440531375451,758.7658398327716,0.0,0.0,225.77821330477354,0.22932261140094595,0.5647556163752631,209.22887100936637,183.5491883032816,237.27926580611515,246.00070145005344,OD_mode2,True,,6,1e-06,1e-06,ok,9069.567670717533,9069.567670717533,0.34138959300903127,497.613652666584,1276.911686654388,971.0355031592303,0.13662640538390422,0.017128599545287965,0.026962659236809402,0.04409125878209737,0.13669068140042331,0.002551574146200617,0.04664283292829798,0.0006103803705862923,392.3579110040815,411.09551774150185,False,1025.84796625,791.157289833,1068.25780095,823.864719184,1108.84648867,857.394293309,1817.00525608,1892.12252013,1966.24078198,3634.01051217,3784.24504027,3932.48156395,1966.24078198,0.959736808501,0.959058141262,0.963395575372,0.960893635068,0.9603,0.97,0.99,1966.24078198,1466.22549862,23.7216953857,2039.17840271,2105.82344298,4211.64688597,1.16990191277,1.315,0.35,0.35,0.964231858411,524.83917465,1162.22851901,524.83917465,1120.65776478,512.288115813,1029.62987445,0.00117084734557,388.349268865,81.139594471,42.7147784738,420.44788292,840.895765841,ok
fan_ab,1.315,39000.0,0.85,0.85,3301.5746915139202,1.5539702586804915,5683.6094231154575,5683.6094231154575,1081.084689686374,888.5932695849567,0.0,0.0,192.49142010141748,0.17805396925680245,0.5488636782463232,209.22887100936637,183.5491883032816,249.33669673730614,246.00069930922368,OD_mode2,True,,5,1e-06,1e-06,ok,9069.567670717533,9069.567670717533,0.34138959300903127,497.613652666584,1276.911686654388,971.0355031592303,0.13662640538390422,0.017128599545287965,0.026962659236809402,0.04409125878209737,0.13669068140042331,0.002551574146200617,0.04664283292829798,0.0006103803705862923,392.3579110040815,411.09551774150185,False,1126.19636478,926.162123765,1172.75472746,964.450821373,1216.93260489,1001.81404761,2052.35848855,2137.20554884,2218.7466525,4104.71697709,4274.41109767,4437.493305,2218.7466525,0.959943330926,0.959435985109,0.963697350826,0.962704429702,0.9603,0.97,0.99,2218.7466525,1654.51909384,24.629529406,2301.05096809,2172.94111249,4345.88222499,1.20718950694,1.315,0.35,0.35,0.964231858411,524.83917465,1162.22851901,524.83917465,1120.65776478,512.288115813,1029.62987445,0.00117084734557,388.349268865,81.139594471,42.7147784738,420.44788292,840.895765841,ok
fan_ab,1.315,39000.0,1.0,1.0,3377.359528599203,1.5796122725177273,6000.0,6000.0,1116.2965703705745,989.3596728585509,0.0,0.0,126.93689751202373,0.11371252127907619,0.5301418852009195,209.22887100936637,183.5491883032816,254.09479191048294,246.00065311536437,OD_mode2,True,,5,1e-06,1e-06,ok,9069.567670717533,9069.567670717533,0.34138959300903127,497.613652666584,1276.911686654388,971.0355031592303,0.13662640538390422,0.017128599545287965,0.026962659236809402,0.04409125878209737,0.13669068140042331,0.002551574146200617,0.04664283292829798,0.0006103803705862923,392.3579110040815,411.09551774150185,False,1162.85489245,1031.14656559,1210.92876439,1073.77545099,1256.50410827,1114.54503862,2194.00145804,2284.70421539,2371.04914689,4388.00291607,4569.40843077,4742.09829379,2371.04914689,0.959962053409,0.959475312118,0.963728456135,0.963420421595,0.9603,0.97,0.99,2371.04914689,1768.09104435,25.1772584098,2459.00311723,2219.01976734,4438.03953468,1.23278875963,1.315,0.35,0.35,0.964231858411,524.83917465,1162.22851901,524.83917465,1120.65776478,512.288115813,1029.62987445,0.00117084734557,388.349268865,81.139594471,42.7147784738,420.44788292,840.895765841,ok
fan_ab,1.7,43000.0,0.35,0.35,2654.556832521073,1.4079445374090103,4228.379239238935,4228.379239238935,559.0408049908881,320.04804563260774,0.0,0.0,238.9927593582803,0.4275050358125033,0.6359320842192311,209.22887100936637,183.5491883032816,180.00000001029852,246.0007014833186,OD_mode2,True,,50,1e-06,1e-06,ok,10672.346540236189,10672.346540236189,0.40172014522653954,685.4942350204484,1645.4020932585402,967.8835842697296,0.09917977593460277,0.01562611592778122,0.022799398530793116,0.03842551445857434,0.14405338292485034,0.001416999533409946,0.03984251399198428,0.000506395351777579,389.81490775717083,338.8503386161387,False,583.43073784,336.886268582,607.550492387,350.813567199,636.366098231,375.864319239,920.317006421,958.364059587,1012.23041747,1840.63401284,1916.72811917,2024.46083494,1012.23041747,0.958195666997,0.950018078742,0.954718508853,0.933351609192,0.9603,0.97,0.99,1012.23041747,754.820092319,21.1904738527,1084.15159811,1672.80066004,3345.60132007,0.92933370002,1.7,0.35,0.35,0.933661324368,615.37266,1673.74225195,615.37266,1562.70840761,600.656573939,1435.77398211,0.00139249378765,420.512072604,81.139594471,55.0081609547,420.44788292,840.895765841,ok
fan_ab,1.7,43000.0,0.5,0.5,3122.409353983558,1.5973986883114557,4762.203155904599,4762.203155904599,841.999698918468,538.2726514176408,0.0,0.0,303.72704750082715,0.36072108801340264,0.6100243178191851,209.22887100936637,183.5491883032816,195.56521891606388,246.00069744959671,OD_mode2,True,,6,1e-06,1e-06,ok,10672.346540236189,10672.346540236189,0.40172014522653954,685.4942350204484,1645.4020932585402,967.8835842697296,0.09917977593460277,0.01562611592778122,0.022799398530793116,0.03842551445857434,0.14405338292485034,0.001416999533409946,0.03984251399198428,0.000506395351777579,389.81490775717083,338.8503386161387,False,877.985584649,562.378766233,914.282604029,585.628206012,950.207538014,614.045319203,1440.36435088,1499.91081004,1564.25285722,2880.72870177,2999.82162008,3128.50571443,1564.25285722,0.959013124634,0.957135446316,0.962192539475,0.9537214725,0.9603,0.97,0.99,1564.25285722,1166.46315475,23.6593031789,1675.39643714,1742.93744803,3485.87489606,0.968298582238,1.7,0.35,0.35,0.933661324368,615.37266,1673.74225195,615.37266,1562.70840761,600.656573939,1435.77398211,0.00139249378765,420.512072604,81.139594471,55.0081609547,420.44788292,840.895765841,ok
fan_ab,1.7,43000.0,0.7,0.7,3767.286083553418,1.8559291946861303,5327.424010455604,5327.424010455604,1242.8347836441678,896.894995791501,0.0,0.0,345.9397878526669,0.27834736555917944,0.5808372606619292,209.22887100936637,183.5491883032816,229.8110998997697,246.00069510584112,OD_mode2,True,,6,1e-06,1e-06,ok,10672.346540236189,10672.346540236189,0.40172014522653954,685.4942350204484,1645.4020932585402,967.8835842697296,0.09917977593460277,0.01562611592778122,0.022799398530793116,0.03842551445857434,0.14405338292485034,0.001416999533409946,0.03984251399198428,0.000506395351777579,389.81490775717083,338.8503386161387,False,1297.16568521,934.464872722,1350.79213289,973.096816331,1401.88552604,1010.71582888,2231.63055794,2323.88894922,2412.60135492,4463.26111587,4647.77789844,4825.20270984,2412.60135492,0.958115680834,0.959795303144,0.963553805071,0.9627798324,0.9603,0.97,0.99,2412.60135492,1799.07652054,27.4576821754,2584.02194736,2013.41009145,4026.8201829,1.11856116192,1.7,0.35,0.35,0.933661324368,615.37266,1673.74225195,615.37266,1562.70840761,600.656573939,1435.77398211,0.00139249378765,420.512072604,81.139594471,55.0081609547,420.44788292,840.895765841,ok
fan_ab,1.7,43000.0,0.85,0.85,4019.036655660503,1.9541881107309318,5683.6094231154575,5683.6094231154575,1412.8981533321862,1093.653083518055,0.0,0.0,319.2450698141312,0.225950518132692,0.5636821352623332,209.22887100936637,183.5491883032816,243.2029657679027,246.00070346511907,OD_mode2,True,,5,1e-06,1e-06,ok,10672.346540236189,10672.346540236189,0.40172014522653954,685.4942350204484,1645.4020932585402,967.8835842697296,0.09917977593460277,0.01562611592778122,0.022799398530793116,0.03842551445857434,0.14405338292485034,0.001416999533409946,0.03984251399198428,0.000506395351777579,389.81490775717083,338.8503386161387,False,1474.47304383,1139.3085269,1535.42959891,1186.40896272,1594.77588548,1231.08136758,2613.78157073,2721.83856162,2825.85725307,5227.56314146,5443.67712325,5651.71450613,2825.85725307,0.958239392198,0.959927058999,0.962787068002,0.963712873868,0.9603,0.97,0.99,2825.85725307,2107.24139072,29.3044070841,3026.64057912,2167.12647665,4334.2529533,1.20395915369,1.7,0.35,0.35,0.933661324368,615.37266,1673.74225195,615.37266,1562.70840761,600.656573939,1435.77398211,0.00139249378765,420.512072604,81.139594471,55.0081609547,420.44788292,840.895765841,ok
fan_ab,1.7,43000.0,1.0,1.0,4111.288480532801,1.988141066796722,6000.0,6000.0,1476.711544181887,1218.4274861228557,0.0,0.0,258.28405805903105,0.174904881780499,0.5479166482980706,209.22887100936637,183.5491883032816,248.12767221147794,246.00070145028278,OD_mode2,True,,5,1e-06,1e-06,ok,10672.346540236189,10672.346540236189,0.40172014522653954,685.4942350204484,1645.4020932585402,967.8835842697296,0.09917977593460277,0.01562611592778122,0.022799398530793116,0.03842551445857434,0.14405338292485034,0.001416999533409946,0.03984251399198428,0.000506395351777579,389.81490775717083,338.8503386161387,False,1539.95308512,1269.24243848,1603.61666679,1321.7145043,1666.29282032,1371.60897311,2809.1955236,2925.33117109,3037.90179343,5618.39104719,5850.66234218,6075.80358685,3037.90179343,0.958932813246,0.95996434502,0.962385870741,0.963623401574,0.9603,0.97,0.99,3037.90179343,2265.36297724,30.2515014494,3253.75134691,2247.74217933,4495.48435866,1.24874565518,1.7,0.35,0.35,0.933661324368,615.37266,1673.74225195,615.37266,1562.70840761,600.656573939,1435.77398211,0.00139249378765,420.512072604,81.139594471,55.0081609547,420.44788292,840.895765841,ok
fan_ab,1.8599999999999999,46500.0,0.35,0.35,2648.8087355955086,1.4242671126164235,4228.379239238935,4228.379239238935,548.5757047264198,287.46193874548163,0.0,0.0,261.1137659809381,0.4759849255649376,0.6561614886720791,209.22887100936637,183.5491883032816,180.00000001868858,246.0007014737193,OD_mode2,True,,50,1e-06,1e-06,ok,10340.101477484339,10340.101477484339,0.3892140356885597,693.1666507317443,1797.8509665976085,966.58654118151,0.09808199018521603,0.015224982672159116,0.021541111015285223,0.03676609368744434,0.14644306593277215,0.0014087935409093032,0.03817488722835364,0.0004289041801990448,388.7708401382209,286.2290647687365,False,572.548997926,303.588598166,596.218887771,316.139329549,624.826704635,340.83160003,876.137596092,912.358217319,965.658304664,1752.27519218,1824.71643464,1931.31660933,965.658304664,0.958128835634,0.946879891018,0.954214798036,0.927552872214,0.9603,0.97,0.99,965.658304664,720.091273781,21.8607225924,1050.98056327,1412.26835983,2824.53671966,0.784593533239,1.86,0.35,0.35,0.91881652037,659.7980424,1805.45027098,659.7980424,1658.87753569,644.019563104,1524.13156136,0.00137865886673,435.426524713,81.139594471,56.3932456182,420.44788292,840.895765841,ok
fan_ab,1.8599999999999999,46500.0,0.5,0.5,3081.1845261671,1.6063834801177694,4762.203155904599,4762.203155904599,828.4394272095309,494.4445682813297,0.0,0.0,333.99485892820115,0.40316147198982405,0.6262373949895248,209.22887100936637,183.5491883032816,191.3736818878897,246.00069860181736,OD_mode2,True,,6,1e-06,1e-06,ok,10340.101477484339,10340.101477484339,0.3892140356885597,693.1666507317443,1797.8509665976085,966.58654118151,0.09808199018521603,0.015224982672159116,0.021541111015285223,0.03676609368744434,0.14644306593277215,0.0014087935409093032,0.03817488722835364,0.0004289041801990448,388.7708401382209,286.2290647687365,False,863.783425535,517.268075805,899.493309939,538.652583365,935.009155987,566.264489179,1381.05150134,1438.1458933,1501.27364517,2762.10300268,2876.29178661,3002.54729033,1501.27364517,0.95908233791,0.955876829459,0.96201550988,0.951238500133,0.9603,0.97,0.99,1501.27364517,1119.49956441,24.7471114854,1633.92103977,1527.4687107,3054.9374214,0.848593728166,1.86,0.35,0.35,0.91881652037,659.7980424,1805.45027098,659.7980424,1658.87753569,644.019563104,1524.13156136,0.00137865886673,435.426524713,81.139594471,56.3932456182,420.44788292,840.895765841,ok
fan_ab,1.8599999999999999,46500.0,0.7,0.7,3661.287751804923,1.847962296425804,5327.424010455604,5327.424010455604,1218.3061701612628,830.6434010921784,0.0,0.0,387.6627690690844,0.31819814966361937,0.5946003685273553,209.22887100936637,183.5491883032816,222.63959423070068,246.00069720386088,OD_mode2,True,,6,1e-06,1e-06,ok,10340.101477484339,10340.101477484339,0.3892140356885597,693.1666507317443,1797.8509665976085,966.58654118151,0.09808199018521603,0.015224982672159116,0.021541111015285223,0.03676609368744434,0.14644306593277215,0.0014087935409093032,0.03817488722835364,0.0004289041801990448,388.7708401382209,286.2290647687365,False,1271.2701281,865.621694774,1323.82602114,901.407575523,1373.80663432,936.975990391,2136.89182288,2225.23359666,2310.78262471,4273.78364575,4450.46719333,4621.56524942,2310.78262471,0.95833776255,0.959591708603,0.963618887891,0.962039139494,0.9603,0.97,0.99,2310.78262471,1723.1503065,29.1063746759,2514.95545866,1815.31347623,3630.62695246,1.00850748679,1.86,0.35,0.35,0.91881652037,659.7980424,1805.45027098,659.7980424,1658.87753569,644.019563104,1524.13156136,0.00137865886673,435.426524713,81.139594471,56.3932456182,420.44788292,840.895765841,ok
fan_ab,1.8599999999999999,46500.0,0.85,0.85,3970.8221227127333,1.974008674598731,5683.6094231154575,5683.6094231154575,1448.7706921180068,1063.1232152026676,0.0,0.0,385.6474769153391,0.26618945221175616,0.5767642844690627,209.22887100936637,183.5491883032816,239.3474808671889,246.00068086441706,OD_mode2,True,,5,1e-06,1e-06,ok,10340.101477484339,10340.101477484339,0.3892140356885597,693.1666507317443,1797.8509665976085,966.58654118151,0.09808199018521603,0.015224982672159116,0.021541111015285223,0.03676609368744434,0.14644306593277215,0.0014087935409093032,0.03817488722835364,0.0004289041801990448,388.7708401382209,286.2290647687365,False,1512.38783158,1107.46870101,1574.91183128,1153.25283871,1636.16753181,1196.73466273,2619.85653259,2728.16466999,2832.90219454,5239.71306519,5456.32933998,5665.80438908,2832.90219454,0.95793596184,0.959957797659,0.96256147409,0.963666278441,0.9603,0.97,0.99,2832.90219454,2112.49480267,31.9131208965,3083.20825185,2019.00769549,4038.01539099,1.12167094194,1.86,0.35,0.35,0.91881652037,659.7980424,1805.45027098,659.7980424,1658.87753569,644.019563104,1524.13156136,0.00137865886673,435.426524713,81.139594471,56.3932456182,420.44788292,840.895765841,ok
fan_ab,1.8599999999999999,46500.0,1.0,1.0,4084.203516669756,2.017626874857089,6000.0,6000.0,1542.9999477844106,1205.998593390901,0.0,0.0,337.0013543935094,0.2184065883329476,0.5612952952403946,209.22887100936637,183.5491883032816,245.48952101445119,246.00070145012103,OD_mode2,True,,5,1e-06,1e-06,ok,10340.101477484339,10340.101477484339,0.3892140356885597,693.1666507317443,1797.8509665976085,966.58654118151,0.09808199018521603,0.015224982672159116,0.021541111015285223,0.03676609368744434,0.14644306593277215,0.0014087935409093032,0.03817488722835364,0.0004289041801990448,388.7708401382209,286.2290647687365,False,1609.81484367,1256.27562966,1676.36659759,1308.21163142,1742.76491402,1357.55861077,2866.09047333,2984.57822902,3100.32352479,5732.18094665,5969.15645804,6200.64704959,3100.32352479,0.958495291463,0.959979295086,0.961900589176,0.963650203421,0.9603,0.97,0.99,3100.32352479,2311.9108543,33.3530089527,3374.25748702,2127.65581026,4255.31162051,1.1820310057,1.86,0.35,0.35,0.91881652037,659.7980424,1805.45027098,659.7980424,1658.87753569,644.019563104,1524.13156136,0.00137865886673,435.426524713,81.139594471,56.3932456182,420.44788292,840.895765841,ok
fan_ab,2.02,49999.99999999999,0.35,0.35,2620.106525547258,1.4377608610108998,4228.379239238935,4228.379239238935,539.0287748772165,246.72850883394148,0.0,0.0,292.3002660432751,0.5422721006125455,0.6859990814610913,209.22887100936637,183.5491883032816,180.00000001757945,246.00070147037533,OD_mode2,True,,50,1e-06,1e-06,ok,9903.034995953578,9903.034995953578,0.37276232005393006,690.9008539982432,1951.8469875203289,966.260884911054,0.09840364828086157,0.01483917761182555,0.020408830614627945,0.03524800822645349,0.14800401364433058,0.0014331640084913853,0.03668117223494488,0.00036270553816408914,388.50891980542934,241.88834918083782,False,562.628850145,262.073045572,585.888628705,272.907472219,614.310390744,297.20229491,824.701895717,858.796100924,911.512685653,1649.40379143,1717.59220185,1823.02537131,911.512685653,0.958053919094,0.941449389791,0.953733873842,0.918254929025,0.9603,0.97,0.99,911.512685653,679.714892637,22.6051409816,1009.46295187,1204.74381527,2409.48763054,0.669302119596,2.02,0.35,0.35,0.902967942962,708.2167176,1955.1074181,708.2167176,1765.3993236,691.280349048,1622.0008829,0.00136687970927,451.120389968,81.139594471,57.9266141566,420.44788292,840.895765841,ok
fan_ab,2.02,49999.99999999999,0.5,0.5,3019.515726895888,1.6130696100291009,4762.203155904599,4762.203155904599,818.7005893547368,439.94605524807315,0.0,0.0,378.7545341066637,0.46262887682196624,0.6504610272195128,209.22887100936637,183.5491883032816,186.6505861022767,246.00069775640213,OD_mode2,True,,6,1e-06,1e-06,ok,9903.034995953578,9903.034995953578,0.37276232005393006,690.9008539982432,1951.8469875203289,966.260884911054,0.09840364828086157,0.01483917761182555,0.020408830614627945,0.03524800822645349,0.14800401364433058,0.0014331640084913853,0.03668117223494488,0.00036270553816408914,388.50891980542934,241.88834918083782,False,853.590021142,461.326540833,888.878497492,480.398355549,924.104902567,507.103607831,1314.91656198,1369.27685304,1431.2085104,2629.83312395,2738.55370608,2862.4170208,1431.2085104,0.959126242197,0.953654334419,0.961880512725,0.947337680367,0.9603,0.97,0.99,1431.2085104,1067.25200241,25.9982552483,1584.99811395,1345.30352528,2690.60705056,0.747390847377,2.02,0.35,0.35,0.902967942962,708.2167176,1955.1074181,708.2167176,1765.3993236,691.280349048,1622.0008829,0.00136687970927,451.120389968,81.139594471,57.9266141566,420.44788292,840.895765841,ok
fan_ab,2.02,49999.99999999999,0.7,0.7,3536.5100824452443,1.837131437908125,5327.424010455604,5327.424010455604,1199.5213118386891,746.9516392175948,0.0,0.0,452.56967262109436,0.37729189815508307,0.6162537790148843,209.22887100936637,183.5491883032816,214.9301442951542,246.00069662448655,OD_mode2,True,,6,1e-06,1e-06,ok,9903.034995953578,9903.034995953578,0.37276232005393006,690.9008539982432,1951.8469875203289,966.260884911054,0.09840364828086157,0.01483917761182555,0.020408830614627945,0.03524800822645349,0.14800401364433058,0.0014331640084913853,0.03668117223494488,0.00036270553816408914,388.50891980542934,241.88834918083782,False,1251.45684069,778.94028969,1303.19362771,811.142653015,1352.33864077,844.355420875,2030.39713038,2114.33628072,2196.69406165,4060.79426076,4228.67256145,4393.3881233,2196.69406165,0.958499944096,0.95893311606,0.963659240679,0.960664943887,0.9603,0.97,0.99,2196.69406165,1638.07447968,30.9853459786,2432.74866792,1639.42021542,3278.84043083,0.910789008564,2.02,0.35,0.35,0.902967942962,708.2167176,1955.1074181,708.2167176,1765.3993236,691.280349048,1622.0008829,0.00136687970927,451.120389968,81.139594471,57.9266141566,420.44788292,840.895765841,ok
fan_ab,2.02,49999.99999999999,0.85,0.85,3878.6625679481376,1.9826951479573678,5683.6094231154575,5683.6094231154575,1475.8157893753655,998.0804633890857,0.0,0.0,477.73532598627975,0.32370932024550286,0.5965552466988935,209.22887100936637,183.5491883032816,233.67005724856574,246.00069989614792,OD_mode2,True,,6,1e-06,1e-06,ok,9903.034995953578,9903.034995953578,0.37276232005393006,690.9008539982432,1951.8469875203289,966.260884911054,0.09840364828086157,0.01483917761182555,0.020408830614627945,0.03524800822645349,0.14800401364433058,0.0014331640084913853,0.03668117223494488,0.00036270553816408914,388.50891980542934,241.88834918083782,False,1541.00647762,1039.75880184,1604.71360785,1082.74372784,1667.44458307,1123.8093906,2580.76527946,2687.45733569,2791.25397367,5161.53055892,5374.91467137,5582.50794734,2791.25397367,0.957696032309,0.959915378086,0.962378974475,0.96345851609,0.9603,0.97,0.99,2791.25397367,2081.43772972,34.8623794297,3091.19940953,1885.4304246,3770.8608492,1.047461347,2.02,0.35,0.35,0.902967942962,708.2167176,1955.1074181,708.2167176,1765.3993236,691.280349048,1622.0008829,0.00136687970927,451.120389968,81.139594471,57.9266141566,420.44788292,840.895765841,ok
fan_ab,2.02,49999.99999999999,1.0,1.0,4042.101469697715,2.049501837017833,6000.0,6000.0,1635.162283022519,1163.0238628550378,0.0,0.0,472.1384201674812,0.28874101675997316,0.5843650842998886,209.22887100936637,183.5491883032816,242.645671343149,246.0006903136738,OD_mode2,True,,5,1e-06,1e-06,ok,9903.034995953578,9903.034995953578,0.37276232005393006,690.9008539982432,1951.8469875203289,966.260884911054,0.09840364828086157,0.01483917761182555,0.020408830614627945,0.03524800822645349,0.14800401364433058,0.0014331640084913853,0.03668117223494488,0.00036270553816408914,388.50891980542934,241.88834918083782,False,1707.20598671,1211.48347836,1777.78401198,1261.56771671,1849.66542872,1309.06851905,2918.68946506,3039.35172869,3158.73394777,5837.37893013,6078.70345739,6317.46789555,3158.73394777,0.957800227832,0.959999771876,0.961138152,0.963714044264,0.9603,0.97,0.99,3158.73394777,2355.46749922,37.2569934002,3498.16842406,2045.82892863,4091.65785726,1.13657162702,2.02,0.35,0.35,0.902967942962,708.2167176,1955.1074181,708.2167176,1765.3993236,691.280349048,1622.0008829,0.00136687970927,451.120389968,81.139594471,57.9266141566,420.44788292,840.895765841,ok
ramjet,2.51,59999.99999999999,1.0,0.0,8457.968301283807,5.6648482559030215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.5867385133092,839.4216265992983,OD_mode3,True,,5,1e-06,1e-06,ok,8457.968292353291,8457.968292353291,0.3183682461880062,659.9724928584228,2430.5775832788704,968.3576028999486,0.10301514891829683,0.013686702710196983,0.01743086736373515,0.031117570073932132,0.15823248083506664,0.00167918221798231,0.03279675229191444,0.00022342761691008435,390.1968230603747,149.6512510818248,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603,0.97,0.99,0,0,,,,,,2.51,0.35,0.35,0.849178193413,881.3399994,2599.28699009,881.3399994,2207.25783041,860.263542606,2027.96846122,0.00137329266434,503.246902399,81.139594471,64.9231527319,420.44788292,840.895765841,no_generator_load
ramjet,3.0,69999.99999999999,1.0,0.0,6819.205477809945,5.059541881172316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853.274118637789,606.0705867128463,OD_mode3,True,,5,1e-06,1e-06,ok,6819.205770092288,6819.205770092288,0.2566832253772098,583.350039596053,2915.0341489048774,971.6780496349592,0.11654608728726316,0.012691928979318399,0.014907687165108803,0.0275996161444272,0.17049334254081466,0.0023158094455613316,0.029915425589988533,0.0001373004412501923,392.87733918916774,92.59524438032588,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603,0.97,0.99,0,0,,,,,,3,0.35,0.35,0.788815905902,1098.64944,3404.53920188,1098.64944,2685.55467471,1072.37622255,2467.41459296,0.00134038134485,561.874004049,81.139594471,70.7493908395,420.44788292,840.895765841,no_generator_load
